Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://newsroom.upscrolled.com/microsoft/login,,-,0.08996723199189927,n/a,2,500,0.0,0,0,0,0,0,-,0,26,0,0,0,-,-,0,0,1,-,
https://newsroom.upscrolled.com/companies/view-login,UpScrolled Media Centre,100,0.056768184669053125,n/a,1,200,0.561,0,0,0,0,0,-,0,9,1,0,0,-,-,14,195,20,-,
https://newsroom.upscrolled.com/administrators/view-account,,-,0.020664248303294046,n/a,1,302,0.32,0,0,0,0,0,-,0,115,1,0,0,-,-,0,0,0,-,
https://newsroom.upscrolled.com/administrators/view-dashboard,,-,0.020664248303294046,n/a,1,302,0.178,0,0,0,0,0,-,0,115,1,0,0,-,-,0,0,0,-,
https://newsroom.upscrolled.com/companies/logout,UpScrolled Media Centre,98,0.020664248303294046,n/a,1,200,0.353,0,0,0,0,0,-,0,115,1,0,0,-,-,14,195,21,-,
https://newsroom.upscrolled.com/administrators/view-login,,96,0.016081010574300707,n/a,1,200,0.421,0,0,0,0,0,-,0,100,1,0,0,-,-,14,190,19,-,
https://newsroom.upscrolled.com/blogs/updates/2,,-,0.011779086750420456,n/a,2,404,0.0,0,0,0,0,0,-,0,57,0,0,0,-,-,0,0,1,-,
https://newsroom.upscrolled.com/companies/view-contacts,,-,0.011779086750420456,n/a,2,302,0.36,0,0,0,0,0,-,0,57,1,0,0,-,-,0,0,0,-,
https://newsroom.upscrolled.com/b/all/0,UpScrolled Media Centre,93,0.007875235696385575,n/a,1,200,0.709,0,0,1,0,0,-,0,44,39,5,0,-,-,29,633,50,-,
https://newsroom.upscrolled.com/b/featured-in/48,UpScrolled Media Centre,93,0.007875235696385575,n/a,1,200,0.379,0,0,1,0,0,-,0,44,9,35,0,-,-,34,706,117,-,
https://newsroom.upscrolled.com/companies/view-home,UpScrolled Media Centre,91,0.007802174743865818,n/a,1,200,0.676,0,0,1,0,0,-,0,44,19,5,0,-,-,32,640,70,-,
https://newsroom.upscrolled.com/blog-posts/view/5879/upscrolled-surpasses-1-million-users-becomes-1-free-app-in-us,UpScrolled Media Centre,89,0.007794158491996158,n/a,1,200,0.704,0,0,1,0,0,-,0,45,15,5,0,-,-,30,651,53,-,
https://newsroom.upscrolled.com/company-folders/view/4146/home,UpScrolled Media Centre,87,0.007669719518254016,n/a,1,200,0.846,0,0,1,0,0,-,0,44,8,5,0,-,-,29,680,47,-,
https://newsroom.upscrolled.com/blog-posts/view/5869/meet-upscrolled-the-anti-censorship-tiktok-alternative,UpScrolled Media Centre,84,0.007466955341701638,n/a,2,200,0.648,0,0,1,0,0,-,0,39,12,5,0,-,-,30,651,54,-,
https://newsroom.upscrolled.com/blog-posts/view/5849/{{downloadLink}},,82,0.003904724022695451,n/a,3,200,0.402,0,0,1,0,0,-,0,3,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5871/what-is-upscrolled-the-palestinian-owned-social-platform-claiming-to-provide-a-censorship-free-space,UpScrolled Media Centre,80,0.0038597044981606423,n/a,2,200,0.505,0,0,1,0,0,-,0,3,12,5,0,-,-,30,651,54,-,
https://newsroom.upscrolled.com/blog-posts/view/5873/{{downloadLink}},,78,0.003775689297516371,n/a,4,200,0.518,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,59,-,
https://newsroom.upscrolled.com/blog-posts/view/5873/{{fileLink}},,76,0.003765384222480736,n/a,3,200,0.576,0,0,1,0,0,-,0,3,6,1,0,-,-,30,651,53,-,
https://newsroom.upscrolled.com/blog-posts/view/5762/{{fileLink}},,73,0.003745906570615393,n/a,2,200,0.392,0,0,1,0,0,-,0,3,9,3,0,-,-,30,651,57,-,
https://newsroom.upscrolled.com/blog-posts/view/5879/{{fileLink}},,71,0.0036968132743917296,n/a,2,200,0.518,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5849/{{fileLink}},,69,0.00366847842952167,n/a,4,200,0.417,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,59,-,
https://newsroom.upscrolled.com/blog-posts/view/5762/revolutionary-social-media-platform-upscrolled-launches-to-champion-authentic-voices-and-eliminate-algorithmic-censorship,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.756,0,0,1,0,0,-,0,6,15,5,0,-,-,30,651,53,-,
https://newsroom.upscrolled.com/blog-posts/view/5816/40000-users-40-days-no-marketing-budget-what-upscrolleds-growth-really-says,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.717,0,0,1,0,0,-,0,6,14,5,0,-,-,30,651,52,-,
https://newsroom.upscrolled.com/blog-posts/view/5817/qampa-with-issam-hijazi,,67,0.0036581456173960638,n/a,1,200,1.279,0,0,1,0,0,-,0,6,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5818/shadowbanning-explained-the-invisible-censorship-killing-online-discourse,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.748,0,0,1,0,0,-,0,6,14,9,0,-,-,30,651,52,-,
https://newsroom.upscrolled.com/blog-posts/view/5819/when-silence-isnt-an-option-why-issam-hijazi-built-upscrolled,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.743,0,0,1,0,0,-,0,6,14,5,0,-,-,30,651,53,-,
https://newsroom.upscrolled.com/blog-posts/view/5820/why-silicon-valley-doesnt-get-to-decide-the-future-of-social-media,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.665,0,0,1,0,0,-,0,6,14,7,0,-,-,30,651,52,-,
https://newsroom.upscrolled.com/blog-posts/view/5821/upscrolled-product-update-v150-apple-mobile,UpScrolled Media Centre,67,0.0036581456173960638,n/a,1,200,0.824,0,0,1,0,0,-,0,6,14,5,0,-,-,30,651,53,-,
https://newsroom.upscrolled.com/blog-posts/view/5762/{{downloadLink}},,64,0.0036581092797913508,n/a,3,200,0.466,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5866/{{downloadLink}},,62,0.003656731787013712,n/a,4,200,0.415,0,0,1,0,0,-,0,2,6,1,0,-,-,30,651,54,-,
https://newsroom.upscrolled.com/blog-posts/view/5817/{{downloadLink}},,60,0.003654304337360457,n/a,2,200,0.495,0,0,1,0,0,-,0,2,4,1,0,-,-,26,618,45,-,
https://newsroom.upscrolled.com/blog-posts/view/5873/{{link}},,58,0.003624661536020778,n/a,4,200,0.579,0,0,1,0,0,-,0,1,9,3,0,-,-,30,651,59,-,
https://newsroom.upscrolled.com/blog-posts/view/5866/{{link}},,56,0.003616899997859129,n/a,5,200,0.43,0,0,1,0,0,-,0,1,9,3,0,-,-,30,651,60,-,
https://newsroom.upscrolled.com/blog-posts/view/5871/{{fileLink}},,53,0.0036153298818988443,n/a,3,200,0.465,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5866/{{fileLink}},,51,0.003607740035133002,n/a,3,200,0.366,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5829/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.255,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5835/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.406,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5836/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.38,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5837/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.416,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5844/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.666,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
https://newsroom.upscrolled.com/blog-posts/view/5847/{{fileLink}},,49,0.003603112368074068,n/a,3,200,0.302,0,0,1,0,0,-,0,2,9,3,0,-,-,30,651,58,-,
